XPR,1770400000,1355111471.0,1412,0.0
XMR,301843000,184502443.0,1266,0.0
LTC,1730780000,496791652.0,1412,1.0
ETH,2882650000,6391163102.0,823,0.0
DASH,267415000,284771118.0,1363,0.0
BTC,4653770000,14413972295.0,1412,193.0
